"","COUNTY","CTYNAME","CENSUS2000POP","ESTIMATESBASE2000","2000","2001","2002","2003","2004","2005","2006","2007"
"22043",22043,"Grant",15876,15874,15866,-0.289928148241523,-0.151706700379267,0.500126614332742,1.08976377952756,1.73853439680957,1.62920316040914,0.265172060507443
"22045",22045,"Iberia",47393,47393,47325,-0.211304807184363,-0.256220222339862,-0.131623641304348,-0.457038391224863,-0.269075533346146,0.00214128177126828,-0.057813369877093
"22047",22047,"Iberville",16226,16226,16226,-0.160236657216813,-0.888888888888889,-1.30169407075237,-0.67520666372184,-0.552731893265565,-0.370535999488916,-0.916960564283424
"22049",22049,"Jackson",10897,10897,10890,-0.54178145087236,-0.65552580555812,0.0185873605947955,0.232298829213901,-0.889960137202188,0.43962211205687,-0.791581300055876
"22051",22051,"Jefferson",299481,299481,297696,-1.95568633774051,-1.78604466310805,-1.46793599408360,-1.57194294271967,-1.89055907457565,-6.15456248602236,-2.12329569871469
"22053",22053,"Jefferson Davis",25172,25172,25115,-0.891897272546287,-0.590574906592744,-0.383931458131264,-0.0486835165726804,0.0162357429881885,0.491051499533298,-0.161537840239076
"22055",22055,"Lafayette",138130,137972,137843,-0.318478268755033,0.408285057203575,0.247888957344254,0.286319564447208,0.351830890463797,1.22780926927747,0.552164655784244
"22057",22057,"Lafourche",74028,74028,74051,-0.275485813831008,0.177393800696034,0.440671551001649,0.298772609819121,-0.466951131148861,0.818301922402869,-0.3663836330815
"22059",22059,"La Salle",12237,12237,12222,-1.48911798396334,0.42358803986711,-0.827061450665785,-0.658827453923776,-1.12491605104097,0.908473425029716,-0.176693310896088
"22061",22061,"Lincoln",24301,24301,24213,-0.726882253334985,-1.12742854765570,0.538584532525457,0.52732903657822,-0.383014154870941,-1.82213306586426,0.387365911799762
"22063",22063,"Livingston",85968,85968,86627,2.48421392868274,2.89032316200903,2.53434780228803,3.28101644245142,2.50069779702894,4.5475633370986,2.39241373322657
"22065",22065,"Madison",5087,5087,5086,-3.83405426661424,-3.94602330811695,-2.57556406981694,-2.40332095258903,-1.41034251175285,-4.29155313351499,-0.640569395017794
"22067",22067,"Morehouse",17225,17225,17192,-1.27966496044672,-1.27268442139995,-1.02052995941752,-1.07928851371721,-2.27355845422406,-1.94598640304372,-2.06729851790599
"22069",22069,"Natchitoches",22602,22602,22576,-0.908043940467753,0.51405837915158,-1.45868540425153,-0.320426031230255,-0.0135826504278535,-0.199239268248506,0.199637023593466
"22071",22071,"Orleans",130004,130004,129512,-0.768268577429119,-0.950846969661601,-1.19486232766409,-1.33970454942993,-1.79951486433125,-43.589975052521,8.36788431603602
"22073",22073,"Ouachita",94166,94166,94051,-0.664533072481951,0.189454755635476,-0.376056322981101,-0.0182303675027614,-0.788339017954823,-0.505951415690980,-0.307505079810064
"22075",22075,"Plaquemines",18519,18519,18486,-0.724872876771611,0.196163905841325,1.47922558190124,3.39764201500536,-0.580491344459417,-22.2239599624648,-1.87009853207320
"22077",22077,"Pointe Coupee",13755,13755,13745,-1.01127682793743,-0.48508011171542,-0.450516986706056,-0.645448475406187,-0.776583034647551,0.662251655629139,0.119617224880383
"22079",22079,"Rapides",83262,83264,83208,-0.480723007403134,-0.183557144237272,0.091947348044909,-0.0688971619204177,-0.152403991533112,0.284679402536675,0.0579822187862389
"22081",22081,"Red River",5543,5543,5536,-2.13150289017341,-1.27353266888151,-0.785193494111049,-1.13058224985868,-1.48656375071469,-0.889920680982782,-0.0975990630489947
"22083",22083,"Richland",12678,12678,12627,-0.213827512473272,-0.595238095238095,-1.00598802395210,-0.621017824018066,-0.267813666612563,0.398730572056311,0.00810504133571081
"22085",22085,"Sabine",16748,16748,16810,-0.916121356335515,-0.570365033621518,0.223416460358674,-0.259067357512953,0.253699788583510,0.156654817135627,0.457197858388979
"22087",22087,"St. Bernard",56885,56885,56630,-1.60339042910118,-1.18265676034600,-1.59635326807475,-1.54842758009745,-1.74149404817696,-78.4378815628816,38.1613873650681
"22089",22089,"St. Charles",33966,33961,33983,-0.414913339022452,0.165474853732049,-0.354003186028674,0.606903901948013,0.394314804461054,2.06641850104054,-0.924702774108322
"22091",22091,"St. Helena",4871,4871,4865,-1.54162384378212,-0.229645093945720,-0.711445909186022,-1.07481559536354,-1.06518960374947,2.30404823428079,-0.0631446011366028
"22093",22093,"St. James",10540,10600,10587,-0.198356474922074,-0.681431005110733,-1.07680579378693,-0.789904633464984,-0.203903291581707,0.758902510215995,-0.0869061413673233
"22095",22095,"St. John the Baptist",22002,22007,22033,-0.0953115780874143,-0.109031437397783,-0.200109150445698,-0.788370397375137,-0.395020899361536,-0.267465990315887,-3.53262126046146
"22097",22097,"St. Landry",49306,49306,49240,-0.0223395613322502,0.0873468890288245,0.399821399577854,0.325456346398755,0.0322385653838404,0.896346130604681,0.772593879139965
"22099",22099,"St. Martin",31861,31861,31865,0.624509650086302,0.876372255489022,0.803833668264028,0.81582579358994,0.371147820267105,1.63671081744612,1.24653326573823
"22101",22101,"St. Mary",33348,33348,33146,-1.55674892898087,-1.06956788231689,-0.715591214646386,-1.06396255850234,-1.21416632501813,-0.571446813944579,-0.590785037726762
"22103",22103,"St. Tammany",163605,163607,164223,1.18923658683619,1.84202291546312,1.89083947363756,1.95839639984458,1.87868997918255,2.79426296778084,0.36769098749742
"22105",22105,"Tangipahoa",69500,69498,69575,0.510240747394898,0.407550407550408,0.679342020935698,1.1387427148758,1.13011734758102,5.51552451421064,1.70133564022912
"22107",22107,"Tensas",2844,2844,2827,-0.990449239476477,-1.60771704180064,-4.1757443718228,-1.51572565365669,-3.69372835706041,-0.599280862964443,-3.85852090032154
"22109",22109,"Terrebonne",76756,76756,76785,0.0599075340235723,0.111933984980021,-0.0598047245732413,0.133990711711829,0.601501805804557,0.578534808941462,-0.213134749951852
"22111",22111,"Union",15784,15784,15759,0.0571102227298686,-0.906900050735667,0.448,-0.611659764256133,0.429514712481569,-0.0893655049151028,-0.345003833375926
"22113",22113,"Vermilion",44072,44233,44187,-0.425464503134406,0.143185072388009,-0.270073986655168,0.304940491090731,0.764571091498968,0,0.335479803665511
"22115",22115,"Vernon",37664,37664,37693,-0.841004961133367,-1.27622003424658,-0.715466543808775,-2.04176334106729,-0.189483657034581,-3.55956336022781,-2.29562297359889
"22117",22117,"Washington",29423,29423,29356,-0.228232729254667,-0.232169073713681,-0.133465658259471,0.233020355013364,0.403418803418803,-0.745709615908472,1.78050704998456
"22119",22119,"Webster",27250,27247,27165,-1.17062396466041,-0.163891682497113,-1.22001268514719,-0.151080223598731,-0.484188228173703,-0.8590542800669,-0.348899624261943
"22121",22121,"West Baton Rouge",13403,13403,13376,-0.530801435406699,-0.0901916572717024,-0.0902730760550666,0.150591069949552,-0.984888354259078,1.09339407744875,1.95283160582845
"22123",22123,"West Carroll",9748,9748,9722,-1.65603785229377,-0.0522957849597322,-0.847634993721222,-1.78364116094987,-0.999355254674404,-0.521002930641485,-1.36388434260775
"22125",22125,"West Feliciana",7269,7269,7285,-0.823610157858614,-0.27681660899654,0.749479528105482,-0.523488083758093,0.526242902645063,1.04697616751619,-0.259032038173142
"22127",22127,"Winn",11113,11113,11070,-1.95121951219512,-0.479086051225355,-1.06461766339567,-1.77786095255918,-1.20034295513004,-0.655674476906759,-1.20353295156750
